Atualizado em: 2026-04-06
"ICAO";"Estrangeira";"Razao";"Servico";"Endereco";"Cidade";"UF";"CEP";"Telefone";"Email";"Instrumento";"Data";"Ativa"
"";"..";"BLACK TÁXI AÉREO E SERVIÇOS AERONÁUTICOS - EIRELI";"TÁXI-AÉREO";"RUA BOAVENTURA, Nº 2312, GALPÃO, HANGAR 07, BAIRRO AEROPORTO";"BELO HORIZONTE";"MG";"31.270-310";"(31) 34411668 / 984528538";"contato@blackaviacao.com.br";"PORTARIA Nº 8.996, DE 30 DE AGOSTO DE 2022";"9/8/2022 12:00:00 AM";"ATIVA"
"";"..";"SAFRA AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA, COMBATE A INCÊNDIOS";"ESTRADA MUNICIPAL DO BANHADO DO COLÉGIO, 10° DISTRITO";"CAMAQUÃ";"RS";"96.795-970";"(51) 3671-3869 / (51) 99987-5505";"safraaragr@yahoo.com.br / jdco@terra.com.br ";"Portaria nº 7.801, de 14.04.2022";"4/14/2022 12:00:00 AM";"ATIVA"
"";"..";"ANAPOLIS AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";" AVENIDA GETÚLIO VARGAS N.º 180 – SALA 02, CENTRO";"FLORIANO";"PI";"64.800-060";"(62) 99421-2026";"atagnan_prata@yahoo.com.br";"PORTARIA Nº 10.324, DE 20 DE JANEIRO DE 2023";"1/26/2023 12:00:00 AM";"ATIVA"
"";"..";"SETE TÁXI AÉREO LTDA.";"AEROMÉDICO, TÁXI-AÉREO";"AV. SANTOS DUMONT, S/N, AEROPORTO SANTA GENOVEVA, SETOR S, GENOVEVA";"GOIÂNIA";"GO";"74.672-420";"(62) 3096-7041 / 3096-7070";"adm@voesete.com.br";"PORTARIA Nº 12.682, DE 3 DE OUTUBRO DE 2023";"10/16/2023 12:00:00 AM";"ATIVA"
"";"..";"INTERNACIONAL AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RODOVIA BR 020 – KM 39, ZONA RURAL";"CORRENTINA";"BA";"47.650-000";"TEL: (62) 3481-2727  / (62) 996671075 ";"intemacionalaviacao@hotmail.com ";"PORTARIA Nº 9.152, DE 13 DE SETEMBRO DE 2022";"9/16/2022 12:00:00 AM";"ATIVA"
"";"..";"AEROCLUBE DE IBITINGA";"SERVIÇOS AÉREOS ESPECIALIZADOS - OUTROS";" ESTRADA IBG CARLOS AUGUSTO ZUCCO, 540, AEROPORTO";"IBITINGA";"SP";"14.943-320";"(16) 3342-5517";"aeroclubedeibitinga@hotmail.com ";"DECISÃO Nº 357";"6/9/2021 12:00:00 AM";"ATIVA"
"";"..";"NEW FLY AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";" AV. RAIMUNDO FÉLIX, Nº 199,  HANGAR – BAIRRO DE FÁTIMA";"BALSAS";"MA";"65.800-000";"(99) 3541-9525 / (99) 99952-7575";"newfly@newfly.net.br ";"PORTARIA Nº 10.302, DE 18 DE JANEIRO DE 2023";"1/24/2023 12:00:00 AM";"ATIVA"
"";"..";"AEROCLUBE DE JUNDIAÍ";"VOOS PANORÂMICOS";"AVENIDA ANTONIO PINCINATO 2820, CASA BRANCA";"JUNDIAÍ";"SP";"13.211-771";".(11) 4582-1745";"contato@aeroclubejundiai.com.br";"PORTARIA Nº 8.957, DE 25 DE AGOSTO DE 2022";"8/30/2022 12:00:00 AM";"ATIVA"
"";"..";"VOLARE TÁXI AÉREO LTDA (EX - TÁXI AÉREO RIBEIRO LTDA. (EX: TÁXI AÉREO WEISS LTDA.))";"TÁXI-AÉREO";" RUA TRAJANO DA COSTA PEREIRA, 348, HANGAR 18, BACACHERI";"CURITIBA";"PR";"82.515-180";"(41) 3521-3636 / (41) 999866966";"gso@helisul.com / jacobs@helisul.com  ";"PORTARIA Nº 8.808, DE 9 DE AGOSTO DE 2022";"8/16/2022 12:00:00 AM";"ATIVA"
"";"..";"ESTEIO ENGENHARIA E AEROLEVANTAMENTOS S.A.";"AEROLEVANTAMENTO";"RUA DR. REYNALDO MACHADO, 1151, PRADO VELHO";"CURITIBA";"PR";"80.125-242";"(41)32716000 / (41) 999622401";"trindade@esteio.com.br";"PORTARIA Nº 10.570, DE 17 DE FEVEREIRO DE 2023";"2/24/2023 12:00:00 AM";"ATIVA"
"";"";"CASSIANO AEROAGRICOLA LTDA";"AEROAGRÍCOLA";"RODOVIA PA 287, KM 11, S/N, :AERO PARQUE PAULOCDE, ZONA RURAL";"ABAETETUBA";"PA";"6855489";".";"cassiclc@hotmail.com ";"PORTARIA Nº 14.832, DE 17 DE JUNHO DE 2024";"6/20/2024 12:00:00 AM";"ATIVA"
"";"..";"EXECUTIVE AIR TÁXI AÉREO LTDA.";"AEROMÉDICO, TÁXI-AÉREO";"RUA TRAJANO DA COSTA PEREIRA, A, N° 348, PRÓXIMO AO TERMINAL DE PASSAGEIROS INFRAERO, AEROPORTO BACACHERI - BHF/SBBI ";"CURITIBA";"PR";"82.515-180";"(41) 32748176 / (41) 99505000";"operacoes@executiveair.com.br";"PORTARIA Nº 8.798, DE 9 DE AGOSTO DE 2022";"8/16/2022 12:00:00 AM";"ATIVA"
"";"..";"AEROVIDA TÁXI AÉREO LTDA";"AEROMÉDICO, TÁXI-AÉREO";"FAZENDA PINDOBAL, Nº 0, QD. 07, LTS 01, 02 E 03, CONDOMÍNIO LIBERTY (SNLL), AEROPORTO PARTICULAR, ZONA RURAL";"GOIANÁPOLIS";"GO";"75.170-000";"(62) 3096-7000";"aerovidataxiaereo@gmail.com/ diogovilella@hotmail.com ";"PORTARIA Nº 7777, DE 11 DE ABRIL DE 2022";"4/11/2022 12:00:00 AM";"ATIVA"
"";"..";"AEROCLUBE DE ERECHIM";"SERVIÇOS AÉREOS ESPECIALIZADOS - OUTROS";"RUA DELMAR LUIZ RIGONI, Nº 255 BAIRRO AEROPORTO";"ERECHIM";"RS";"99.708-820";"(54) 3522-2466 / (54) 9-9166-5481";"administracao@voeace.com.br ";"DECISÃO Nº 409";"9/1/2021 12:00:00 AM";"ATIVA"
"";"..";"AEROCLUBE DE CAXIAS DO SUL";"VOOS PANORÂMICOS";"AV. SALGADO FILHO, S/N, BAIRRO SÃO LEOPOLDO";"CAXIAS DO SUL";"RS";"95.098-420";"(54) 32132611";"secretaria@aeroclubecaxias.com.br  ";"PORTARIA Nº 10.332, DE 20 DE JANEIRO DE 2023";"1/26/2023 12:00:00 AM";"ATIVA"
"";"..";"BSB AVIATION ESCOLA DE AVIAÇÃO CIVIL";"SERVIÇOS AÉREOS ESPECIALIZADOS - OUTROS";" RUA TRAJANO BALDUINO, S/N, TERMINAL DO AEROPORTO DE FORMOSA";"FORMOSA";"GO";"73.801-430";"(61) 994449926 / (61) 994449874";"contato@bsbaviation.com.br ";"DECISÃO Nº 348";"5/20/2021 12:00:00 AM";"ATIVA"
"";"..";"AERO AGRÍCOLA NORDESTINA LTDA.";"AEROAGRÍCOLA";"AVENIDA DOS CORAIS, Nº 157 - SALA 01 - PRAIA DO FRANCÊS ";"MARECHAL DEODORO";"AL";"57.160-000";"(82) 9905-1812";"nordestina.aviacao@gmail.com";"PORTARIA Nº 10.481, DE 7 DE FEVEREIRO DE 2023";"2/14/2023 12:00:00 AM";"ATIVA"
"";"..";"BRASIL JATO TÁXI AÉREO S.A.";"SERVIÇOS AÉREOS ESPECIALIZADOS - OUTROS, TÁXI-AÉREO";"AVENIDA ALMIRANTE JÚLIO DE SÁ BIERRENBACH , N". 65 - BLOCO 3 - SALA 302, JACAREPAGUÁ ";"RIO DE JANEIRO";"RJ";"22.775-028";"(21)  2215-8599";"oswaldop@bozano.com.br";"PORTARIA Nº 7991, DE 09 DE MAIO DE 2022";"5/9/2022 12:00:00 AM";"ATIVA"
"";"..";"AGRO AÉREA TRIÂNGULO LTDA.";"AEROAGRÍCOLA";" RUA TEREZA CATARINA FACCIN, 4077, BAIRRO PORTAL";"MIRASSOL";"SP";"15.130-001";"(17) 3242-4205 / (18) 99707-3096";"aatriangulo@gmail.com   ";"PORTARIA Nº 9460, DE 06 DE OUTUBRO DE 2022";"10/10/2022 12:00:00 AM";"ATIVA"
"";"..";"MENUSI E TIRLONI AVIAÇÃO AGRÍCOLA LTDA (HORIZONTE AVIAÇÃO AGRÍCOLA LTDA)";"AEROAGRÍCOLA";"ROD MT 338 KM 96 A ESQUERDA MAIS 420 MTS CAIXA POSTAL 105";"TAPURAH";"MT";"78.573-000";"(66) 3537-1941 / (66) 99669-5580";"horizonteaviacaoagricola@gmail.com     ";"PORTARIA Nº 10.223, DE 9 DE JANEIRO DE 2023";"1/17/2023 12:00:00 AM";"ATIVA"
"";"..";"SPCTA TÁXI AÉREO LTDA.";"AEROCINEMATOGRAFIA, AEROFOTOGRAFIA, AEROINSPEÇÃO, AEROPUBLICIDADE, AEROREPORTAGEM, TÁXI-AÉREO";"RODOVIA PRESIDENTE CASTELO BRANCO, SP 280, N° KM 59.7, BAIRRO DONA CATARINA, PARTE ÁREA 1";"SÃO ROQUE";"SP";"18.132-900";"(11) 3702-1900 / (11) 98655-1654";"ana.rabello@spaec.com.br / marcelobarba@spcta.com.br";"PORTARIA Nº 7.326, DE 18 DE FEVEREIRO DE 2022";"2/18/2022 12:00:00 AM";"ATIVA"
"";"..";"PLAFERTIL AVIAÇÃO AGRICOLA LTDA";"AEROAGRÍCOLA";"AVENIDA BLUMENAU , 3336, SALA 07";"SORRISO";"MT";"78.890-000";"(66) 98112-6351 / (12) 98285-2565";"plafertilaviacaoagricola@gmail.com";"PORTARIA Nº 10.303, DE 18 DE JANEIRO DE 2023";"1/26/2023 12:00:00 AM";"ATIVA"
"";"..";"AEROCLUBE DO RIO GRANDE DO SUL";"VOOS PANORÂMICOS";"AV. JUCA BATISTA, Nº 8101, BAIRRO PONTA GROSSA";"PORTO ALEGRE";"RS";"91.781-001";"(51) 3245-6060 / (51) 98413-0026";"secretaria@args.com.br; coordenador.instrucao@args.com.br; gq@args.com.br ";"Portaria nº 15549, DE 27 de setembro de 2024";"10/1/2024 12:00:00 AM";"ATIVA"
"";"..";"ESCOLA DE AVIAÇÃO CIVIL ASAS ROTATIVAS LTDA.";"SERVIÇOS AÉREOS ESPECIALIZADOS - OUTROS";"RUA SAÍ, Nº279 –  BAIRRO ANITA GARIBALDI";"JOINVILLE";"SC";"89.202-170";"(47) 3028-5035 / (47) 99752-7475";"eacar.curitiba@hotmail.com  / junior.helicopteros@hotmail.com";"DECISÃO Nº 473";"12/1/2021 12:00:00 AM";"ATIVA"
"";"..";"AEROCLUBE DE BLUMENAU";"VOOS PANORÂMICOS";" RUA ERNST KAESTNER, Nº 1255, BAIRRO ITOUPAVA CENTRAL";"BLUMENAU";"SC";"89.068-010";"(47) 33376290 / (47) 3337-4548";"   gerencia@aeroclubedeblumenau.com.br";"PORTARIA Nº 12.738, DE 6 DE OUTUBRO DE 2023";"10/16/2023 12:00:00 AM";"ATIVA"
"";"..";"AEROCLUBE DE LAVRAS";"VOOS PANORÂMICOS";"AEROPORTO REGIONAL DE LAVRAS, HANGAR VAZ MONTEIRO, S/N°";"LAVRAS";"MG";"37.209-899";"(35) 3821-5805 / (35) 9133-0117";"aeroclubelavras@voelavras.com.br";"PORTARIA Nº 9.915, DE 1º DE DEZEMBRO DE 2022";"12/6/2022 12:00:00 AM";"ATIVA"
"";"..";"SIERRA BRAVO AVIATION ESCOLA DE AVIAÇÃO CIVIL LTDA.";"SERVIÇOS AÉREOS ESPECIALIZADOS - OUTROS";"AEROPORTO AUGUSTO DE OLIVEIRA SALVAÇÃO, RODOVIA LUIZ DE QUEIROZ, KM125, HANGAR 26, BAIRRO DA LAGOA";"AMERICANA";"SP";"13.479-300";".(19) 3467-4434";"beraldo@sbaviation.com.br     ";"DECISÃO Nº 337";"5/5/2021 12:00:00 AM";"ATIVA"
"";"..";"ROCKET ESCOLA DE AVIAÇÃO CIVIL";"SERVIÇOS AÉREOS ESPECIALIZADOS - OUTROS";"RODOVIA LUIZ GONZAGA DE AMOEDO CAMPOS - AEROPORTO, S/N, HANGAR 6/C POSTAL 45 – B. PARAISO DA CACHOEIRA";"MOJI MIRIM";"SP";"13.808-200";"(11) 940150685/ (11) 87664187";"voalivre@uol.com.br";"Decisão n° 387";"8/4/2021 12:00:00 AM";"ATIVA"
"";"..";"AERO MONTE AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RUA DEGULE, 12, QD 193 - BAIRRO EXPANSÃO";"SANTANA DO ARAGUAIA";"PA";"68.560-000";"(94) 99164-1480 / (94)99101-3550";"tiaoabrel@hotmail.com; falecom@paulocde.com.br";"PORTARIA Nº 10.336, DE 23 DE JANEIRO DE 2023";"1/26/2023 12:00:00 AM";"ATIVA"
"";"..";"AEROSPEED TÁXI AÉREO LTDA.";"TÁXI-AÉREO";"AVENIDA THOMAZ ALBERTO WHATELY, 2605, LOTE 32, ANDAR 2, HANGAR FONTOURA AEROPORTO LEITE LOPES";"RIBEIRÃO PRETO";"SP";"14.020-260";"(16) 3931-3222";"fabianopeixotoadv@hotmail.com";"PORTARIA Nº 9.469, DE 7 DE OUTUBRO DE 2022";"10/18/2022 12:00:00 AM";"ATIVA"
"";"..";"ALLJET TÁXI AÉREO LTDA";"AEROMÉDICO, TÁXI-AÉREO";"AV. EMÍLIO ANTONON, 1501- CHÁCARA AEROPORTO";"JUNDIAÍ";"SP";"13.212-010";"(19) 37467272";"alljettaxiaereo@gmail.com";"PORTARIA Nº 8353, DE 20 DE JUNHO DE 2022";"6/20/2022 12:00:00 AM";"ATIVA"
"";"..";"ALPHAJETS TÁXI AÉREO LTDA";"TÁXI-AÉREO";"RUA CAPITÃO CASSIANO RICARDO DE TOLEDO, 191, SALA 504, CHÁCARA URBANA";"JUNDIAÍ";"SP";"13.201-840";"(11) 4230-0122";"contato@alphajets.com.br";"PORTARIA Nº 9.306, DE 26 DE SETEMBRO DE 2022";"9/29/2022 12:00:00 AM";"ATIVA"
"";"..";"AEROAGRÍCOLA SÃO MATEUS LTDA";"AEROAGRÍCOLA";"AVENIDA DEP. WILMAR GUIMARÃES, QD. 10, LT. 01, Nº 850, SALA 02, CENTRAL";"SANTA HELENA DE GOIÁS";"GO";"75.920-000";"(62) 981155578";"globomastermanutencao@gmail.com / smaviacao@gmail.com ";"PORTARIA Nº 13.914, DE 22 DE FEVEREIRO DE 2024";"2/29/2024 12:00:00 AM";"ATIVA"
"";"..";"MANAUS AEROTÁXI PARTICIPAÇÕES LTDA. (EX MANAUS AEROTÁXI LTDA.)";"AEROMÉDICO, TÁXI-AÉREO";"AV. SANTOS DUMONT, Nº 1916, AEROPORTO INTERNACIONAL DE MANAUS EDUARDO GOMES - TPS II - HANGAR II. BAIRRO TARUMÃ";"MANAUS";"AM";"69.041-000";"(92) 3652-1620 / (92) 3652-1666";"sei@manausaerotaxi.com.br ";"PORTARIA Nº 7.878, DE 27 DE ABRIL DE 2022";"4/27/2022 12:00:00 AM";"ATIVA"
"";"..";"BIMAVA TÁXI AÉREO LTDA.";"TÁXI-AÉREO";"RUA LUIZ FACCINI, N 383, TERREO, CENTRO";"GUARULHOS";"SP";"07.110-000";"(11) 9550-1683 / (11) 9296-6008 / (11)7806-3686";"bimava@dreamfly.com.br";"PORTARIA Nº 7.243";"2/11/2022 12:00:00 AM";"ATIVA"
"";"..";"BRINGER AIR CARGO TÁXI AÉREO LTDA.";"TÁXI-AÉREO";"AV. IBIRAPUERA Nº 2.064,  10°ANDAR, SALA 101/102, INDIANOPOLIS";"SÃO PAULO";"SP";"04.089-001";"(11) 5051-1844";"RENATO@BRINGERCARGO.COM.BR";"PORTARIA Nº 9.810, DE 21 DE NOVEMBRO DE 2022";"11/23/2022 12:00:00 AM";"ATIVA"
"***";"**";"VOAR AVIATION TÁXI AÉREO E MANUTENÇÃO LTDA. - (EX. ICON TAXI AÉREO LTDA.)";"AEROMÉDICO, TÁXI-AÉREO";"AV. JURANDIR, N° 856, 5° ANDAR, PLANALTO PAULISTA - HANGAR VOAR";"SÃO PAULO";"SP";"04.072-000";"(11) 5070-6000 / (11) 99936-2783";"wagner.gropelo@voar.aero";"PORTARIA Nº 8332, DE 14 DE JUNHO DE 2022";"6/14/2022 12:00:00 AM";"ATIVA"
"";"..";"ENERGISA SERVIÇOS AÉREOS DE AEROINSPEÇÃO S.A.";"AEROINSPEÇÃO";"AV. MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO, Nº 930-A (PARTE)";"LEOPOLDINA";"MG";"36.700-000";".(32) 32023552 ";".aereos.cse@energisa.com.br     ";"PORTARIA Nº 8400, DE 23 DE JUNHO DE 2022";"6/23/2022 12:00:00 AM";"ATIVA"
"";"..";"AEROMAJ AVIAÇÃO AGRÍCOLA LTDA. (EX - SAMAERO)";"AEROAGRÍCOLA";"RUA MATÃO, Nº 241 - VILA APARECIDA";"ITAPEVA";"SP";"18.401-040";"(15) 35224867";"aeromaj@hotmail.com / aeromaj.escritorio@hotmail.com";"PORTARIA Nº 10.258, DE 12 DE JANEIRO DE 2023";"1/17/2023 12:00:00 AM";"ATIVA"
"";"..";"SERAGRI - SERVIÇOS AEROAGRÍCOLAS LTDA.";"AEROAGRÍCOLA";"  RUA VEREADOR JOÃO CRISÓSTOMO KRAISCH, N 6420, BRAÇO MIGUEL";"LUIZ ALVES";"SC";"89.128-000";"(54) 99646485";" seragri@hotmail.com";"PORTARIA Nº 10.296, DE 18 DE JANEIRO DE 2023";"1/24/2023 12:00:00 AM";"ATIVA"
"";"..";"J&M SERVICOS AEROAGRICOLA DO PONTAL LTDA​.";"AEROAGRÍCOLA";"ROD. MONTE ALTO A CARNEIRINHOS - BR 497 KM 272 - S/N FAZENDA BOM SUCESSO - BAIRRO ZONA RURAL";"ITURAMA";"MG";"38.280-000";"(34) 3415-2000";"jmaeroagricola@gmail.com";"PORTARIA Nº 9.927, DE 2 DE DEZEMBRO DE 2022";"12/9/2022 12:00:00 AM";"ATIVA"
"";"..";"KL AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"ESTRADA DO ARAMBARÉ, 1454";"CAMAQUÃ";"RS";"96.180-000";"CEL: (51) 9984-0782 / 9984-2093 / 98058-8084";"klaviacao@klaviacao.com.br; contato@ejraero.com.br; erongso@gmail.com";"PORTARIA Nº 7.594";"3/21/2022 12:00:00 AM";"ATIVA"
"";"..";"MIRIM AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"ESTR. BR 112 Nº 12039, ZONA RURAL";"ARROIO GRANDE";"RS";"96.330-000";"(53) 3223-0111";"mirimaa@mirimaviacao.com.br; erongso@gmail.com; contato@ejraero.com.br";"PORTARIA Nº 9.565, DE 20 DE OUTUBRO DE 2022";"10/26/2022 12:00:00 AM";"ATIVA"
"";"..";"SANTARÉM TÁXI AÉREO LTDA.";"AEROMÉDICO, TÁXI-AÉREO";"AV ENGENHEIRO FERNANDO GUILHON AEROPORTO STM M WILSON FONSECA, SN, AREA DE HANGARES HANGAR N 01 SALA A, SANTARENZINHO";"SANTARÉM";"PA";"68.035-000";"(11) 99400-8851 ";"diretoria@voestm.com.br ";"PORTARIA Nº 9.795, DE 21 DE NOVEMBRO DE 2022";"11/23/2022 12:00:00 AM";"ATIVA"
"";"..";"CUNHA TÁXI AÉREO EIRELI";"TÁXI-AÉREO";"AVENIDA PROFESSOR NILTON LINS, NO 1040 – LOJA 15 PQ DAS LARANJEIRAS – BAIRRO: FLORES ";"MANAUS";"AM";"69.058-030";"(92) 3346-5706";"sgso@cunhataxiaereo.com.br; diretoria@cunhataxiaereo.com.br";"PORTARIA Nº 9.908, DE 1º DE DEZEMBRO DE 2022";"12/6/2022 12:00:00 AM";"ATIVA"
"";"..";"IVAÍ AEROAGRICOLA LTDA​​.";"AEROAGRÍCOLA";"RODOVIA PR 317, S/N, KM 139 - FAZENDA SANTOS DUMONT, DISTRITO IVAILÂNDIA ";"ENGENHEIRO BELTRÃO";"PR";"87.270-000";" (44) 3538-1009";"ivaiaeroagricola@hotmail.com ";"PORTARIA Nº 7.240";"2/11/2022 12:00:00 AM";"ATIVA"
"";"..";"DIRETA AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RODOVIA COMANDANTE JOÃO RIBEIRO DE BARROS KM 204, CAIXA POSTAL 93 - AEROPORTO MUNICIPAL DE PEDERNEIRAS HANGAR II";"PEDERNEIRAS";"SP";"17.280-000";"(14) 99889 8776 / (67) 99671 3031";"direta@diretaaviacao.com.br ";"PORTARIA Nº 10.516, DE 10 DE FEVEREIRO DE 2023";"2/15/2023 12:00:00 AM";"ATIVA"
"";"..";"AEROMIS - AERO AGRÍCOLA MISSIONEIRA LTDA.";"AEROAGRÍCOLA";"R INTEGRAÇÃO, 2339, ARMZ SALA 2, CENTRO";"ENTRE-IJUÍS";"RS";"98.855-000";" (55) 3329-2600";"N/I";"PORTARIA Nº 7.345, DE 21 DE FEVEREIRO DE 2022";"2/21/2022 12:00:00 AM";"ATIVA"
"";"..";"CNAA - COMERCIAL NOROESTE DE AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"ROD FREI JORGE, ZONA RURAL, CAIXA POSTAL 222";"UNAÍ";"MG";"38.623-899";"(38) 36765096 / (38) 998701888";"daniel2009teixeira@gmail.com; cnaa@unacabo.com.br";"PORTARIA Nº 9.541, DE 18 DE OUTUBRO DE 2022";"10/26/2022 12:00:00 AM";"ATIVA"
"";"..";"LIDAR BRASIL SERVIÇOS AEREOS ESPECIALIZADOS LTDA";"AEROCINEMATOGRAFIA, AEROFOTOGRAFIA, AEROINSPEÇÃO, AEROLEVANTAMENTO, OPERAÇÃO COM CARGA EXTERNA, SERVIÇOS AÉREOS ESPECIALIZADOS - OUTROS";"AV JOÃO SCARPARO NETTO, Nº 170. BLOCO K, CONJ. 126, COND. PRAÇA CAPITAL, LOTEAMENTO CENTER SANTA GENEBRA";"CAMPINAS";"SP";"13.080-655";"(19) 32463400 / (19) 982254142";"lidarbrasil@gmail.com";"PORTARIA Nº 9.584, DE 21 DE OUTUBRO DE 2022";"10/26/2022 12:00:00 AM";"ATIVA"
"";"..";"SOLAG - SOL E LUA AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"R DOS JATOBÁS, 433N, SALA 01, JD DAS ORQUIDEAS";"NOVA MUTUM";"MT";"78.450-000";"TEL/FAX: (66) 3544-1249";"N/I";"PORTARIA Nº 8254, DE 06 DE JUNHO DE 2022";"6/6/2022 12:00:00 AM";"ATIVA"
"";"..";"SALES TÁXI AÉREO LTDA";"TÁXI-AÉREO";"AVENIDA OLAVO FONTOURA, Nº 1078, LOTE 10, SETOR E, SALA 01, HANGAR SALRES, SANTANA";"SÃO PAULO";"SP";"02.012-010";"(11) 23920200 / (11) 999716666";"luciana@aerosales.com.br";"PORTARIA Nº 7.339, DE 21 DE FEVEREIRO DE 2022";"2/21/2022 12:00:00 AM";"ATIVA"
"";"..";"ULTRAER AEROAGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RUA JOAQUIM DE GÓES Nº 472";"LEME";"SP";"13.610-108";"(19) 3571-0344 / (19) 99606-5183";"eduardo@ultraer.com.br";"PORTARIA Nº 8012, DE 11 DE MAIO DE 2022";"5/11/2022 12:00:00 AM";"ATIVA"
"";"..";"VCM AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"CABANHA MOURA, S/N, ZONA RURAL ";"GUARARAPES";"SP";"16.700-000";"(18) 3606 - 2580";"luciano_guaer@hotmail.com";"PORTARIA Nº 7.476";"3/8/2022 12:00:00 AM";"ATIVA"
"";"..";"DESTAQUE AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RUA ESTRADA FAXINAL. Nº 1253, 1º DISTRITO, SANTA LUZIA";"SÃO PEDRO DO SUL";"RS";"97.400-000";"(55) 3276-1350 / (55) 99657973";"destaqueaviacaoagricola@hotmail.com";"PORTARIA Nº 9.975, DE 7 DE DEZEMBRO DE 2022";"12/9/2022 12:00:00 AM";"ATIVA"
"";"..";"SEPAL - SERVIÇOS ESPECIALIZADOS DE PULVERIZAÇÕES AÉREAS LTDA.";"AEROAGRÍCOLA";"AV. MARECHAL IDELFONSO, AERÓDROMO PÚBLICO DE SÃO SEPÉ, S/Nº";"SÃO SEPÉ";"RS";"97.340-000";"(55) 32331232";"sepalaviacao@gmail.com";"PORTARIA Nº 7.467";"3/8/2022 12:00:00 AM";"ATIVA"
"";"..";"AURORA AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"ROD BR 364 S/N KM 749, ZONA RURAL";"DIAMANTINO";"MT";"78.400-000";"(65) 33341003 / (65) 99871113";"aurora.aviacao@gmail.com / agrofly.br@outlook.com";"PORTARIA Nº 9.002, DE 30 DE AGOSTO DE 2022";"9/8/2022 12:00:00 AM";"ATIVA"
"";"..";"AEROTOP TÁXI AÉREO LTDA.";"AEROMÉDICO, TÁXI-AÉREO";"AV. JOSE TUPINAMBA DE ALMEIDA, 2215, JESUS DE NAZARE";"MACAPÁ";"AP";"69.908-126";"(96) 3223-2319";"operacoes@aerotop.com.br";"PORTARIA Nº 10.454, DE 3 DE FEVEREIRO DE 2023";"2/14/2023 12:00:00 AM";"ATIVA"
"";"..";"AEROTUR TÁXI AÉREO LTDA.";"TÁXI-AÉREO";"AVENIDA SENADOR LEMOS, 4700, SALA 8, SACRAMENTA";"BELÉM";"PA";"66.210-000";"(91) 3032-4768";"aeroturtaxiaereo@hotmail.com";"PORTARIA Nº 9.785, DE 21 DE NOVEMBRO DE 2022";"11/23/2022 12:00:00 AM";"ATIVA"
"";"..";"AERO AGRÍCOLA BANAVALE LTDA.";"AEROAGRÍCOLA";" RUA PRESIDENTE ARTHUR DA COSTA E SILVA, 181, CENTRO";"SETE BARRAS";"SP";"11.910-000";"(13) 38721355 / (13) 997174926";"banavale7b@hotmail.com";"PORTARIA Nº 10.379, DE 25 DE JANEIRO DE 2023";"1/30/2023 12:00:00 AM";"ATIVA"
"";"..";"CONFIANÇA AEROAGRÍCOLA LTDA.";"AEROAGRÍCOLA";"ROD PR 468, JANUARIO CHIULLI, KM 13, S/N";"BOA ESPERANÇA";"PR";"87.390-000";"(43) 8402-9411";"aeroagricolaconfianca@hotmail.com ";"PORTARIA Nº 8.989, DE 29 DE AGOSTO DE 2022";"9/8/2022 12:00:00 AM";"ATIVA"
"";"..";"HELIRIO TÁXI AÉREO LTDA.";"AEROCINEMATOGRAFIA, AEROFOTOGRAFIA, AEROINSPEÇÃO, AEROMÉDICO, AEROREPORTAGEM, TÁXI-AÉREO";"AV. DAS AMÉRICAS, Nº 13750 - PARTE - RECREIO DOS BANDEIRANTES";"RIO DE JANEIRO";"RJ";"22.790-701";"(21) 2437-9064 / 7065 / 9069";"helirio@helirio.com.br; celestino@helirio.com.br";"PORTARIA Nº 8274, DE 08 DE JUNHO DE 2022";"6/8/2022 12:00:00 AM";"ATIVA"
"";"..";"AERO AGRÍCOLA SANTOS DUMONT LTDA.";"AEROAGRÍCOLA";"ESTRADA DA FERREIRA, S/N, CAIXA POSTAL 1008, BAIRRO PASSO DA AREIA, AEROPORTO DE CACHOEIRA DO SUL, S/N";"CACHOEIRA DO SUL";"RS";"96.505-991";"TEL: (51) 3723-7000   FAX: (51) 3723-7008";"aerosantosdumont@gmail.com";"PORTARIA Nº 7.466";"3/8/2022 12:00:00 AM";"ATIVA"
